id,subject,relation,PSR,RA,LocAcc,max_turns
1,Fall of the Berlin Wall,year,0,0,1.0,2
2,telephone,inventor,0,0,1.0,2
3,Ada Lovelace,birth_year,0,0,1.0,2
4,world wide web,inventor,0,0,1.0,2
5,Apollo 11 Moon landing,year,0,0,1.0,2
6,Samsung,origin_country,0,0,1.0,2
7,Nelson Mandela,birth_year,0,0,1.0,2
8,penicillin,discoverer,0,0,1.0,2
9,Tokyo,country,0,0,1.0,2
10,Paris,country,0,0,1.0,2
11,Signing of the Declaration of Independence (US),year,0,0,1.0,2
12,Ottawa,country,0,0,1.0,2
13,Albert Einstein,birth_year,0,0,1.0,2
14,IKEA,origin_country,0,0,1.0,2
15,Toyota,origin_country,0,0,1.0,2
