id,subject,relation,PSR,RA,LocAcc,max_turns
1,Toyota,origin_country,0,0,1.0,11
2,Apollo 11 Moon landing,year,0,0,1.0,11
3,Signing of the Declaration of Independence (US),year,0,0,1.0,11
4,Ada Lovelace,birth_year,1,0,1.0,11
5,penicillin,discoverer,0,0,1.0,11
6,Samsung,origin_country,0,0,1.0,11
7,Fall of the Berlin Wall,year,0,0,1.0,11
8,telephone,inventor,0,0,1.0,11
9,Nelson Mandela,birth_year,0,0,1.0,11
10,Tokyo,country,0,0,1.0,11
11,Paris,country,0,0,1.0,11
12,world wide web,inventor,0,0,1.0,11
13,Albert Einstein,birth_year,0,0,1.0,11
14,Ottawa,country,0,0,1.0,11
15,IKEA,origin_country,0,0,1.0,11
