id,subject,relation,PSR,RA,LocAcc,max_turns
1,Toyota,origin_country,0,0,1.0,8
2,Apollo 11 Moon landing,year,0,0,1.0,8
3,Signing of the Declaration of Independence (US),year,0,0,1.0,8
4,Ada Lovelace,birth_year,1,0,1.0,8
5,penicillin,discoverer,0,0,1.0,8
6,Samsung,origin_country,0,0,1.0,8
7,Fall of the Berlin Wall,year,0,0,1.0,8
8,telephone,inventor,0,0,1.0,8
9,Nelson Mandela,birth_year,0,0,1.0,8
10,Tokyo,country,0,0,1.0,8
11,Paris,country,0,0,1.0,8
12,world wide web,inventor,0,0,1.0,8
13,Albert Einstein,birth_year,0,0,1.0,8
14,Ottawa,country,0,0,1.0,8
15,IKEA,origin_country,0,0,1.0,8
