id,subject,relation,PSR,RA,LocAcc,max_turns
1,Fall of the Berlin Wall,year,0,0,1.0,8
2,Signing of the Declaration of Independence (US),year,1,0,1.0,8
3,Tokyo,country,1,0,1.0,8
4,Nelson Mandela,birth_year,1,0,1.0,8
5,Albert Einstein,birth_year,0,0,1.0,8
6,Toyota,origin_country,0,0,1.0,8
7,penicillin,discoverer,0,0,1.0,8
8,Apollo 11 Moon landing,year,0,0,1.0,8
9,Paris,country,0,0,1.0,8
10,world wide web,inventor,0,0,1.0,8
11,Ottawa,country,1,0,1.0,8
12,Samsung,origin_country,1,0,1.0,8
13,IKEA,origin_country,1,0,1.0,8
14,telephone,inventor,1,0,1.0,8
15,Ada Lovelace,birth_year,1,0,1.0,8
