id,subject,relation,PSR,RA,LocAcc,max_turns
1,Toyota,origin_country,0,0,1.0,13
2,Apollo 11 Moon landing,year,0,0,1.0,13
3,Signing of the Declaration of Independence (US),year,0,0,1.0,13
4,Ada Lovelace,birth_year,1,0,1.0,13
5,penicillin,discoverer,0,0,1.0,13
6,Samsung,origin_country,0,0,1.0,13
7,Fall of the Berlin Wall,year,0,0,1.0,13
8,telephone,inventor,0,0,1.0,13
9,Nelson Mandela,birth_year,0,0,1.0,13
10,Tokyo,country,0,0,1.0,13
11,Paris,country,0,0,1.0,13
12,world wide web,inventor,0,0,1.0,13
13,Albert Einstein,birth_year,0,0,1.0,13
14,Ottawa,country,0,0,1.0,13
15,IKEA,origin_country,0,0,1.0,13
